Sr. No.,Round No,Period,City Name,PIN Code,Gender Of Respondent,Age Group,Category of Respondent,Expectations on prices in next 3 months - General,Expectations on prices in next 3 months - Food products,Expectations on prices in next 3 months - Non food products,Expectations on prices in next 3 months - Household durables,Expectations on prices in next 3 months - Housing,Expectations on prices in next 3 months - Services,Expectations on prices in next 1 year - General,Expectations on prices in next 1 year - Food products,Expectations on prices in next 1 year - Non food products,Expectations on prices in next 1 year - Household durables,Expectations on prices in next 1 year - Housing,Expectations on prices in next 1 year - Services,View on Current Inflation Rate,View on Current Inflation Rate - actual rate for above 16%,View on 3 Months ahead Inflation Rate,View on 3 Months ahead Inflation Rate - actual rate for above 16%,View on 1 Year ahead Inflation Rate,View on 1 Year ahead Inflation Rate - actual rate for above 16%,City_Tier,Respondent_Category
4137,51,Mar-2018,Nagpur,440032,Male,35 to 40 years,Other category,Decline in price,Decline in price,No change in prices,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,No change in prices,Decline in price,Price increase more than current rate,Decline in price,>=16,29.0,>=16,20.0,<1,,Tier 2,Others
4138,51,Mar-2018,Nagpur,440032,Female,35 to 40 years,Self-Employed,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,5-6,,8-9,,4-5,,Tier 2,Employed
4139,51,Mar-2018,Nagpur,440032,Female,25 to 30 years,HOMEMAKER,No change in prices,No change in prices,No change in prices,Decline in price,No change in prices,Decline in price,No change in prices,Decline in price,No change in prices,Decline in price,Decline in price,Decline in price,10-11,,10-11,,<1,,Tier 2,Homemaker
4140,51,Mar-2018,Nagpur,440032,Female,25 to 30 years,HOMEMAKER,Price increase less  than current rate,Decline in price,No change in prices,Price increase similar  to current rate,Decline in price,Price increase less  than current rate,No change in prices,No change in prices,No change in prices,Price increase similar  to current rate,No change in prices,No change in prices,5-6,,2-3,,<1,,Tier 2,Homemaker
4141,51,Mar-2018,Nagpur,440032,Female,35 to 40 years,Financial sector employees,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,4-5,,4-5,,4-5,,Tier 2,Employed
4142,51,Mar-2018,Nagpur,440032,Female,25 to 30 years,Financial sector employees,Price increase similar  to current rate,No change in prices,Decline in price,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,2-3,,2-3,,<1,,Tier 2,Employed
4143,51,Mar-2018,Nagpur,440032,Male,Up to 25 years,Financial sector employees,No change in prices,No change in prices,Decline in price,Decline in price,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,10-11,,10-11,,<1,,Tier 2,Employed
4144,51,Mar-2018,Nagpur,440032,Female,Up to 25 years,Self-Employed,No change in prices,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,Decline in price,Decline in price,Price increase more than current rate,No change in prices,Decline in price,Decline in price,5-6,,5-6,,<1,,Tier 2,Employed
4145,51,Mar-2018,Nagpur,440032,Female,25 to 30 years,HOMEMAKER,Price increase similar  to current rate,No change in prices,No change in prices,No change in prices,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase similar  to current rate,Price increase similar  to current rate,2-3,,2-3,,2-3,,Tier 2,Homemaker
4146,51,Mar-2018,Nagpur,440032,Female,25 to 30 years,Self-Employed,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase similar  to current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,Price increase more than current rate,Decline in price,10-11,,10-11,,>=16,20.0,Tier 2,Employed
4147,51,Mar-2018,Nagpur,440032,Male,25 to 30 years,Financial sector employees,Decline in price,No change in prices,No change in prices,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,4-5,,3-4,,<1,,Tier 2,Employed
4148,51,Mar-2018,Nagpur,440033,Male,40 to 45 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,8-9,,9-10,,Tier 2,Others
4149,51,Mar-2018,Nagpur,440033,Female,Up to 25 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,10-11,,>=16,20.0,Tier 2,Homemaker
4150,51,Mar-2018,Nagpur,440033,Male,30 to 35 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,4-5,,5-6,,12-13,,Tier 2,Others
4151,51,Mar-2018,Nagpur,440033,Male,40 to 45 years,Daily workers,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,7-8,,8-9,,Tier 2,Unorganized Workers
