Sr. No.,Round No,Period,City Name,PIN Code,Gender Of Respondent,Age Group,Category of Respondent,Expectations on prices in next 3 months - General,Expectations on prices in next 3 months - Food products,Expectations on prices in next 3 months - Non food products,Expectations on prices in next 3 months - Household durables,Expectations on prices in next 3 months - Housing,Expectations on prices in next 3 months - Services,Expectations on prices in next 1 year - General,Expectations on prices in next 1 year - Food products,Expectations on prices in next 1 year - Non food products,Expectations on prices in next 1 year - Household durables,Expectations on prices in next 1 year - Housing,Expectations on prices in next 1 year - Services,View on Current Inflation Rate,View on Current Inflation Rate - actual rate for above 16%,View on 3 Months ahead Inflation Rate,View on 3 Months ahead Inflation Rate - actual rate for above 16%,View on 1 Year ahead Inflation Rate,View on 1 Year ahead Inflation Rate - actual rate for above 16%,City_Tier,Respondent_Category,Numeric_Rate,Modified View on Current Inflation Rate
3623,15,Mar-2009,Mumbai,,Male,55 to 60 years,Retired persons,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,5-6,,5-6,,4-5,,Tier 1,Retired,5.0,5-10
3624,15,Mar-2009,Mumbai,,Female,60 years and above,Homemaker,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,6-7,,5-6,,Tier 1,Homemaker,5.0,5-10
3625,15,Mar-2009,Mumbai,,Female,45 to 50 years,Homemaker,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,6-7,,7-8,,7-8,,Tier 1,Homemaker,6.0,5-10
3626,15,Mar-2009,Mumbai,,Male,35 to 40 years,Financial sector employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,5-6,,6-7,,5-6,,Tier 1,Employed,5.0,5-10
3627,15,Mar-2009,Mumbai,,Male,30 to 35 years,Financial sector employees,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,No change in prices,3-4,,3-4,,3-4,,Tier 1,Employed,3.0,0-5
3628,15,Mar-2009,Mumbai,,Male,35 to 40 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase less  than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase more than current rate,2-3,,3-4,,3-4,,Tier 1,Employed,2.0,0-5
3629,15,Mar-2009,Mumbai,,Male,35 to 40 years,Financial sector employees,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase less  than current rate,No change in prices,3-4,,3-4,,4-5,,Tier 1,Employed,3.0,0-5
3630,15,Mar-2009,Mumbai,,Male,35 to 40 years,Financial sector employees,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,4-5,,4-5,,4-5,,Tier 1,Employed,4.0,0-5
3631,15,Mar-2009,Mumbai,,Male,30 to 35 years,Financial sector employees,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase more than current rate,Price increase similar  to current rate,3-4,,3-4,,4-5,,Tier 1,Employed,3.0,0-5
3632,15,Mar-2009,Mumbai,,Male,25 to 30 years,Financial sector employees,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,4-5,,4-5,,4-5,,Tier 1,Employed,4.0,0-5
3633,15,Mar-2009,Mumbai,,Male,55 to 60 years,Financial sector employees,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,3-4,,<1,,<1,,Tier 1,Employed,3.0,0-5
3634,15,Mar-2009,Mumbai,,Male,60 years and above,Financial sector employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,2-3,,3-4,,4-5,,Tier 1,Employed,2.0,0-5
3635,15,Mar-2009,Mumbai,,Female,Up to 25 years,Financial sector employees,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,5-6,,5-6,,4-5,,Tier 1,Employed,5.0,5-10
3636,15,Mar-2009,Mumbai,,Female,60 years and above,Homemaker,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,6-7,,6-7,,7-8,,Tier 1,Homemaker,6.0,5-10
3637,15,Mar-2009,Mumbai,,Male,45 to 50 years,Financial sector employees,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,3-4,,3-4,,3-4,,Tier 1,Employed,3.0,0-5
3638,15,Mar-2009,Mumbai,,Female,50 to 55 years,Homemaker,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,4-5,,3-4,,3-4,,Tier 1,Homemaker,4.0,0-5
3639,15,Mar-2009,Mumbai,,Male,Up to 25 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,5-6,,6-7,,5-6,,Tier 1,Others,5.0,5-10
3640,15,Mar-2009,Mumbai,,Female,60 years and above,Homemaker,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase similar  to current rate,2-3,,3-4,,3-4,,Tier 1,Homemaker,2.0,0-5
3641,15,Mar-2009,Mumbai,,Female,35 to 40 years,Homemaker,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,6-7,,7-8,,7-8,,Tier 1,Homemaker,6.0,5-10
3642,15,Mar-2009,Mumbai,,Male,Up to 25 years,Daily workers,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase less  than current rate,3-4,,4-5,,4-5,,Tier 1,Unorganized Workers,3.0,0-5
3643,15,Mar-2009,Mumbai,,Male,45 to 50 years,Self-Employed,No change in prices,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,No change in prices,Price increase less  than current rate,No change in prices,Decline in price,No change in prices,No change in prices,4-5,,<1,,<1,,Tier 1,Employed,4.0,0-5
3644,15,Mar-2009,Mumbai,,Male,40 to 45 years,Self-Employed,Price increase less  than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,4-5,,3-4,,4-5,,Tier 1,Employed,4.0,0-5
3645,15,Mar-2009,Mumbai,,Male,25 to 30 years,Self-Employed,No change in prices,No change in prices,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,Decline in price,No change in prices,9-10,,<1,,<1,,Tier 1,Employed,9.0,5-10
3646,15,Mar-2009,Mumbai,,Male,45 to 50 years,Self-Employed,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,3-4,,2-3,,3-4,,Tier 1,Employed,3.0,0-5
3647,15,Mar-2009,Mumbai,,Male,25 to 30 years,Self-Employed,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,3-4,,3-4,,3-4,,Tier 1,Employed,3.0,0-5
3648,15,Mar-2009,Mumbai,,Male,30 to 35 years,Financial sector employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,No change in prices,3-4,,4-5,,4-5,,Tier 1,Employed,3.0,0-5
3649,15,Mar-2009,Mumbai,,Male,35 to 40 years,Financial sector employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase less  than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase less  than current rate,No change in prices,2-3,,3-4,,3-4,,Tier 1,Employed,2.0,0-5
3650,15,Mar-2009,Mumbai,,Male,40 to 45 years,Financial sector employees,Price increase less  than current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase less  than current rate,Decline in price,No change in prices,Price increase less  than current rate,Decline in price,No change in prices,Decline in price,Decline in price,No change in prices,5-6,,3-4,,4-5,,Tier 1,Employed,5.0,5-10
3651,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,7-8,,8-9,,8-9,,Tier 1,Retired,7.0,5-10
3652,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,6-7,,7-8,,7-8,,Tier 1,Retired,6.0,5-10
3653,15,Mar-2009,Mumbai,,Male,55 to 60 years,Retired persons,No change in prices,No change in prices,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Decline in price,No change in prices,1-2,,<1,,<1,,Tier 1,Retired,1.0,0-5
3654,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,No change in prices,Price increase more than current rate,No change in prices,No change in prices,No change in prices,No change in prices,Price increase less  than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,5-6,,<1,,4-5,,Tier 1,Retired,5.0,5-10
3655,15,Mar-2009,Mumbai,,Male,50 to 55 years,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,6-7,,7-8,,7-8,,Tier 1,Retired,6.0,5-10
3656,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,Price increase less  than current rate,Price increase less  than current rate,Price increase more than current rate,Price increase less  than current rate,Decline in price,Price increase similar  to current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase more than current rate,Price increase less  than current rate,Decline in price,Price increase similar  to current rate,7-8,,6-7,,5-6,,Tier 1,Retired,7.0,5-10
3657,15,Mar-2009,Mumbai,,Male,25 to 30 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase more than current rate,3-4,,4-5,,4-5,,Tier 1,Employed,3.0,0-5
3658,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,5-6,,<1,,<1,,Tier 1,Retired,5.0,5-10
3659,15,Mar-2009,Mumbai,,Male,40 to 45 years,Financial sector employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,5-6,,6-7,,5-6,,Tier 1,Employed,5.0,5-10
3660,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,6-7,,<1,,7-8,,Tier 1,Retired,6.0,5-10
3661,15,Mar-2009,Mumbai,,Male,35 to 40 years,Financial sector employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,6-7,,5-6,,Tier 1,Employed,5.0,5-10
3662,15,Mar-2009,Mumbai,,Male,Up to 25 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,3-4,,4-5,,4-5,,Tier 1,Employed,3.0,0-5
3663,15,Mar-2009,Mumbai,,Male,55 to 60 years,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,5-6,,6-7,,5-6,,Tier 1,Retired,5.0,5-10
3664,15,Mar-2009,Mumbai,,Male,25 to 30 years,Self-Employed,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,2-3,,1-2,,1-2,,Tier 1,Employed,2.0,0-5
3665,15,Mar-2009,Mumbai,,Male,30 to 35 years,Self-Employed,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,3-4,,2-3,,3-4,,Tier 1,Employed,3.0,0-5
3666,15,Mar-2009,Mumbai,,Male,30 to 35 years,Financial sector employees,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,3-4,,3-4,,4-5,,Tier 1,Employed,3.0,0-5
3667,15,Mar-2009,Mumbai,,Male,40 to 45 years,Self-Employed,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,5-6,,5-6,,5-6,,Tier 1,Employed,5.0,5-10
3668,15,Mar-2009,Mumbai,,Male,35 to 40 years,Self-Employed,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase similar  to current rate,5-6,,5-6,,5-6,,Tier 1,Employed,5.0,5-10
3669,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,14-15,,15-16,,15-16,,Tier 1,Retired,14.0,10-15
3670,15,Mar-2009,Mumbai,,Female,60 years and above,Homemaker,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,<1,,10-11,,Tier 1,Homemaker,9.0,5-10
3671,15,Mar-2009,Mumbai,,Male,30 to 35 years,Self-Employed,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase less  than current rate,4-5,,<1,,4-5,,Tier 1,Employed,4.0,0-5
3672,15,Mar-2009,Mumbai,,Male,40 to 45 years,Self-Employed,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,3-4,,2-3,,4-5,,Tier 1,Employed,3.0,0-5
3673,15,Mar-2009,Mumbai,,Male,55 to 60 years,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase similar  to current rate,No change in prices,4-5,,5-6,,4-5,,Tier 1,Retired,4.0,0-5
3674,15,Mar-2009,Mumbai,,Female,25 to 30 years,Homemaker,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Decline in price,No change in prices,5-6,,<1,,<1,,Tier 1,Homemaker,5.0,5-10
3675,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,No change in prices,Price increase less  than current rate,6-7,,7-8,,7-8,,Tier 1,Retired,6.0,5-10
3676,15,Mar-2009,Mumbai,,Female,30 to 35 years,Homemaker,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,Price increase less  than current rate,Price increase more than current rate,7-8,,8-9,,8-9,,Tier 1,Homemaker,7.0,5-10
3677,15,Mar-2009,Mumbai,,Male,55 to 60 years,Retired persons,No change in prices,Price increase more than current rate,No change in prices,Price increase similar  to current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,No change in prices,Price increase less  than current rate,2-3,,<1,,3-4,,Tier 1,Retired,2.0,0-5
3678,15,Mar-2009,Mumbai,,Male,40 to 45 years,Self-Employed,No change in prices,No change in prices,No change in prices,No change in prices,Decline in price,Decline in price,Decline in price,No change in prices,Decline in price,Decline in price,Decline in price,Decline in price,2-3,,<1,,<1,,Tier 1,Employed,2.0,0-5
3679,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,5-6,,<1,,<1,,Tier 1,Retired,5.0,5-10
3680,15,Mar-2009,Mumbai,,Male,45 to 50 years,Financial sector employees,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Decline in price,No change in prices,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Decline in price,No change in prices,9-10,,<1,,<1,,Tier 1,Employed,9.0,5-10
3681,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,No change in prices,7-8,,8-9,,8-9,,Tier 1,Retired,7.0,5-10
3682,15,Mar-2009,Mumbai,,Male,35 to 40 years,Self-Employed,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Decline in price,No change in prices,Decline in price,Price increase more than current rate,Decline in price,Decline in price,Decline in price,Decline in price,4-5,,<1,,<1,,Tier 1,Employed,4.0,0-5
3683,15,Mar-2009,Mumbai,,Male,40 to 45 years,Financial sector employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Decline in price,Price increase more than current rate,3-4,,4-5,,4-5,,Tier 1,Employed,3.0,0-5
3684,15,Mar-2009,Mumbai,,Male,50 to 55 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Decline in price,3-4,,4-5,,4-5,,Tier 1,Employed,3.0,0-5
3685,15,Mar-2009,Mumbai,,Female,40 to 45 years,Homemaker,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,Price increase less  than current rate,10-11,,11-12,,11-12,,Tier 1,Homemaker,10.0,10-15
3686,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,7-8,,8-9,,8-9,,Tier 1,Retired,7.0,5-10
3687,15,Mar-2009,Mumbai,,Female,Up to 25 years,Other category,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,4-5,,4-5,,4-5,,Tier 1,Others,4.0,0-5
3688,15,Mar-2009,Mumbai,,Female,50 to 55 years,Homemaker,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,4-5,,5-6,,4-5,,Tier 1,Homemaker,4.0,0-5
3689,15,Mar-2009,Mumbai,,Female,35 to 40 years,Homemaker,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,No change in prices,4-5,,4-5,,4-5,,Tier 1,Homemaker,4.0,0-5
3690,15,Mar-2009,Mumbai,,Female,60 years and above,Homemaker,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar  to current rate,No change in prices,4-5,,4-5,,4-5,,Tier 1,Homemaker,4.0,0-5
3691,15,Mar-2009,Mumbai,,Male,Up to 25 years,Financial sector employees,Price increase more than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,4-5,,5-6,,4-5,,Tier 1,Employed,4.0,0-5
3692,15,Mar-2009,Mumbai,,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase similar  to current rate,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase less  than current rate,6-7,,7-8,,7-8,,Tier 1,Retired,6.0,5-10
3693,15,Mar-2009,Mumbai,,Female,55 to 60 years,Homemaker,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase similar  to current rate,Price increase less  than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,Price increase similar  to current rate,Price increase less  than current rate,6-7,,7-8,,7-8,,Tier 1,Homemaker,6.0,5-10
3694,15,Mar-2009,Mumbai,,Female,40 to 45 years,Homemaker,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less  than current rate,No change in prices,No change in prices,4-5,,4-5,,4-5,,Tier 1,Homemaker,4.0,0-5
3695,15,Mar-2009,Mumbai,,Female,35 to 40 years,Homemaker,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase more than current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase similar  to current rate,Price increase less  than current rate,No change in prices,No change in prices,4-5,,4-5,,4-5,,Tier 1,Homemaker,4.0,0-5
